;Substructure;OccurrenceList0;OccurrenceList1;True/False Bonferonni;True/False Benj-Hoch
5411;CCCCN(C)CC(=O)NC(C)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5412;CCCCNCC(=O)NCC1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5413;CCCCN(C)CC(=O)NCC1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5414;CC1CNC(C(=O)NC(C(C)Cl)C(O)C(O)CO)C1;0,0,0,0;0,0,0,1;False;False
5415;CC1CC(C(=O)NC(C(C)Cl)C(O)CO)N(C)C1;0,0,0,0;0,0,0,1;False;False
5416;CCC(NC(=O)C1CC(C)CN1)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5417;CCC(NC(=O)C1CC(C)CN1C)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5418;CC1CNC(C(=O)NC(CCl)C(O)C(O)C(O)CO)C1;0,0,0,0;0,0,0,1;False;False
5419;CC1CC(C(=O)NC(CCl)C(O)C(O)CO)N(C)C1;0,0,0,0;0,0,0,1;False;False
5420;CC1CNC(C(=O)NC(C)C2OCC(O)C(O)C2O)C1;0,0,0,0;0,0,0,1;False;False
5421;CC1CC(C(=O)NC(C)C(O)C(O)C(O)CO)N(C)C1;0,0,0,0;0,0,0,1;False;False
5422;CC1CNC(C(=O)NCC2OC(S)C(O)C(O)C2O)C1;0,0,0,0;0,0,0,1;False;False
5423;CC1CC(C(=O)NCC2OCC(O)C(O)C2O)N(C)C1;0,0,0,0;0,0,0,1;False;False
5424;CC(C)CCC(=O)NC(C(C)Cl)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5425;CCC(NC(=O)CCC(C)C)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5426;CC(C)CCC(=O)NC(CCl)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5427;CC(C)CCC(=O)NC(C)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5428;CSC1OC(CNC(=O)CCC(C)C)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5429;CCCC(N)C(=O)NC(C(C)Cl)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5430;CCCC(NC)C(=O)NC(C(C)Cl)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5431;CCCC(N)C(=O)NC(CC)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5432;CCCC(NC)C(=O)NC(CC)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5433;CCCC(N)C(=O)NC(CCl)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5434;CCCC(NC)C(=O)NC(CCl)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5435;CCCC(N)C(=O)NC(C)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5436;CCCC(NC)C(=O)NC(C)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5437;CCCC(N)C(=O)NCC1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5438;CCCC(NC)C(=O)NCC1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5439;CCCCC(=O)NC(C(C)Cl)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5440;CCCCC(=O)NC(CC)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5441;CCCCC(=O)NC(CCl)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5442;CCCCC(=O)NC(C)C1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5443;CCCNCC(=O)NC(C(C)Cl)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5444;CCCN(C)CC(=O)NC(C(C)Cl)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5445;CCCNCC(=O)NC(CC)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5446;CCCN(C)CC(=O)NC(CC)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5447;CCCNCC(=O)NC(CCl)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5448;CCCN(C)CC(=O)NC(CCl)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5449;CCCNCC(=O)NC(C)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5450;CCCN(C)CC(=O)NC(C)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5451;CCCNCC(=O)NCC1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5452;CCCN(C)CC(=O)NCC1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5453;CC(Cl)C(NC(=O)C1CCCN1)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5454;CC(Cl)C(NC(=O)C1CCCN1C)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5455;CCC(NC(=O)C1CCCN1)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5456;CCC(NC(=O)C1CCCN1C)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5457;O=C(NC(CCl)C1OCC(O)C(O)C1O)C1CCCN1;0,0,0,0;0,0,0,1;False;False
5458;CN1CCCC1C(=O)NC(CCl)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5459;CC(NC(=O)C1CCCN1)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5460;CC(NC(=O)C1CCCN1C)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5461;CSC1OC(CNC(=O)C2CCCN2)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5462;CN1CCCC1C(=O)NCC1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5463;CCC(N)C(=O)NC(C(C)Cl)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5464;CCC(NC)C(=O)NC(C(C)Cl)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5465;CCC(N)C(=O)NC(CC)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5466;CCC(NC)C(=O)NC(CC)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5467;CCC(N)C(=O)NC(CCl)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5468;CCC(NC)C(=O)NC(CCl)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5469;CCC(N)C(=O)NC(C)C1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5470;CCC(NC)C(=O)NC(C)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5471;CCC(NC)C(=O)NCC1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5472;CCCC(=O)NC(C(C)Cl)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5473;CCCC(=O)NC(CC)C1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5474;CCCC(=O)NC(CCl)C1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5475;CCNCC(=O)NC(C(C)Cl)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5476;CCN(C)CC(=O)NC(C(C)Cl)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5477;CCNCC(=O)NC(CC)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5478;CCC(NC(=O)CN(C)CC)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5479;CCNCC(=O)NC(CCl)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5480;CCN(C)CC(=O)NC(CCl)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5481;CCNCC(=O)NC(C)C1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5482;CCN(C)CC(=O)NC(C)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5483;CCN(C)CC(=O)NCC1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5484;CC(N)C(=O)NC(C(C)Cl)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5485;CNC(C)C(=O)NC(C(C)Cl)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5486;CC(Cl)C(NC(=O)C(C)N(C)C)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5487;CCC(NC(=O)C(C)N)C1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5488;CCC(NC(=O)C(C)NC)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5489;CCC(NC(=O)C(C)N(C)C)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5490;CSC1OC(C(CCl)NC(=O)C(C)N)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5491;CNC(C)C(=O)NC(CCl)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5492;CC(C(=O)NC(CCl)C1OCC(O)C(O)C1O)N(C)C;0,0,0,0;0,0,0,1;False;False
5493;CNC(C)C(=O)NC(C)C1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5494;CC(NC(=O)C(C)N(C)C)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5495;CSC1OC(CNC(=O)C(C)N(C)C)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5496;CCC(=O)NC(C(C)Cl)C1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5497;CSC1OC(C(NC(=O)CN)C(C)Cl)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5498;CNCC(=O)NC(C(C)Cl)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5499;CC(Cl)C(NC(=O)CN(C)C)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5500;CCC(NC(=O)CNC)C1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5501;CCC(NC(=O)CN(C)C)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5502;CNCC(=O)NC(CCl)C1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5503;CN(C)CC(=O)NC(CCl)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5504;CSC1OC(C(C)NC(=O)CN(C)C)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5505;CCCC1CNC(C(=O)NC(C(C)Cl)C(O)CO)C1;0,0,0,0;0,0,0,1;False;False
5506;CCCC1CC(C(=O)NC(CO)C(C)Cl)N(C)C1;0,0,0,0;0,0,0,1;False;False
5507;CCCC1CNC(C(=O)NC(CC)C(O)C(O)CO)C1;0,0,0,0;0,0,0,1;False;False
5508;CCCC1CC(C(=O)NC(CC)C(O)CO)N(C)C1;0,0,0,0;0,0,0,1;False;False
5509;CCCC1CNC(C(=O)NC(CCl)C(O)C(O)CO)C1;0,0,0,0;0,0,0,1;False;False
5510;CCCC1CC(C(=O)NC(CCl)C(O)CO)N(C)C1;0,0,0,0;0,0,0,1;False;False
5511;CCCC1CNC(C(=O)NC(C)C(O)C(O)C(O)CO)C1;0,0,0,0;0,0,0,1;False;False
5512;CCCC1CC(C(=O)NC(C)C(O)C(O)CO)N(C)C1;0,0,0,0;0,0,0,1;False;False
5513;CCCC1CNC(C(=O)NCC2OCC(O)C(O)C2O)C1;0,0,0,0;0,0,0,1;False;False
5514;CCCC1CC(C(=O)NCC(O)C(O)C(O)CO)N(C)C1;0,0,0,0;0,0,0,1;False;False
5515;CCCC(C)CCC(=O)NC(C(C)Cl)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5516;CCCC(C)CCC(=O)NC(CC)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5517;CCCC(C)CCC(=O)NC(CCl)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5518;CCCC(C)CCC(=O)NC(C)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5519;CCCC(C)CCC(=O)NCC1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5520;CCCCCC(N)C(=O)NC(C(C)Cl)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5521;CCCCCC(NC)C(=O)NC(C(C)Cl)C(O)CO;0,0,0,0;0,0,0,1;False;False
5522;CCCCCC(N)C(=O)NC(CC)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5523;CCCCCC(NC)C(=O)NC(CC)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5524;CCCCCC(N)C(=O)NC(CCl)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5525;CCCCCC(NC)C(=O)NC(CCl)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5526;CCCCCC(N)C(=O)NC(C)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5527;CCCCCC(NC)C(=O)NC(C)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5528;CCCCCC(N)C(=O)NCC1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5529;CCCCCC(NC)C(=O)NCC1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5530;CCCCCCC(=O)NC(C(C)Cl)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5531;CCCCCCC(=O)NC(CC)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5532;CCCCCCC(=O)NC(CCl)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5533;CCCCCCC(=O)NC(C)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5534;CCCCCCC(=O)NCC1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5535;CCCCCNCC(=O)NC(C(C)Cl)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5536;CCCCCN(C)CC(=O)NC(C(C)Cl)C(O)CO;0,0,0,0;0,0,0,1;False;False
5537;CCCCCNCC(=O)NC(CC)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5538;CCCCCN(C)CC(=O)NC(CC)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5539;CCCCCNCC(=O)NC(CCl)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5540;CCCCCN(C)CC(=O)NC(CCl)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5541;CCCCCNCC(=O)NC(C)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5542;CCCCCN(C)CC(=O)NC(C)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5543;CCCCCNCC(=O)NCC1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5544;CCCCCN(C)CC(=O)NCC1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5545;CCC1CNC(C(=O)NC(C(C)Cl)C(O)C(O)CO)C1;0,0,0,0;0,0,0,1;False;False
5546;CCC1CC(C(=O)NC(C(C)Cl)C(O)CO)N(C)C1;0,0,0,0;0,0,0,1;False;False
5547;CCC1CNC(C(=O)NC(CC)C(O)C(O)C(O)CO)C1;0,0,0,0;0,0,0,1;False;False
5548;CCC1CC(C(=O)NC(CC)C(O)C(O)CO)N(C)C1;0,0,0,0;0,0,0,1;False;False
5549;CCC1CNC(C(=O)NC(CCl)C(O)C(O)C(O)CO)C1;0,0,0,0;0,0,0,1;False;False
5550;CCC1CC(C(=O)NC(CCl)C(O)C(O)CO)N(C)C1;0,0,0,0;0,0,0,1;False;False
5551;CCC1CNC(C(=O)NC(C)C2OCC(O)C(O)C2O)C1;0,0,0,0;0,0,0,1;False;False
5552;CCC1CC(C(=O)NC(C)C(O)C(O)C(O)CO)N(C)C1;0,0,0,0;0,0,0,1;False;False
5553;CCC1CNC(C(=O)NCC2OC(S)C(O)C(O)C2O)C1;0,0,0,0;0,0,0,1;False;False
5554;CCC1CC(C(=O)NCC2OCC(O)C(O)C2O)N(C)C1;0,0,0,0;0,0,0,1;False;False
5555;CCC(C)CCC(=O)NC(C(C)Cl)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5556;CCC(C)CCC(=O)NC(CC)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5557;CCC(C)CCC(=O)NC(CCl)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5558;CCC(C)CCC(=O)NC(C)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5559;CCC(C)CCC(=O)NCC1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5560;CCCCC(N)C(=O)NC(C(C)Cl)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5561;CCCCC(NC)C(=O)NC(C(C)Cl)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5562;CCCCC(N)C(=O)NC(CC)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5563;CCCCC(NC)C(=O)NC(CC)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5564;CCCCC(N)C(=O)NC(CCl)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5565;CCCCC(NC)C(=O)NC(CCl)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5566;CCCCC(N)C(=O)NC(C)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5567;CCCCC(NC)C(=O)NC(C)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5568;CCCCC(N)C(=O)NCC1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5569;CCCCC(NC)C(=O)NCC1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5570;CCCCCC(=O)NC(C(C)Cl)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5571;CCCCCC(=O)NC(CC)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5572;CCCCCC(=O)NC(CCl)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5573;CCCCCC(=O)NC(C)C1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5574;CCCCNCC(=O)NC(C(C)Cl)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5575;CCCCN(C)CC(=O)NC(C(C)Cl)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5576;CCCCNCC(=O)NC(CC)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5577;CCCCN(C)CC(=O)NC(CC)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5578;CCCCNCC(=O)NC(CCl)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5579;CCCCN(C)CC(=O)NC(CCl)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5580;CCCCNCC(=O)NC(C)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5581;CCCCN(C)CC(=O)NC(C)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5582;CCCCNCC(=O)NCC1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5583;CCCCN(C)CC(=O)NCC1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5584;CC1CNC(C(=O)NC(C(C)Cl)C(O)C(O)C(O)CO)C1;0,0,0,0;0,0,0,1;False;False
5585;CC1CC(C(=O)NC(C(C)Cl)C(O)C(O)CO)N(C)C1;0,0,0,0;0,0,0,1;False;False
5586;CCC(NC(=O)C1CC(C)CN1)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5587;CCC(NC(=O)C1CC(C)CN1C)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5588;CC1CNC(C(=O)NC(CCl)C2OCC(O)C(O)C2O)C1;0,0,0,0;0,0,0,1;False;False
5589;CC1CC(C(=O)NC(CCl)C(O)C(O)C(O)CO)N(C)C1;0,0,0,0;0,0,0,1;False;False
5590;CC1CNC(C(=O)NC(C)C2OC(S)C(O)C(O)C2O)C1;0,0,0,0;0,0,0,1;False;False
5591;CC1CC(C(=O)NC(C)C2OCC(O)C(O)C2O)N(C)C1;0,0,0,0;0,0,0,1;False;False
5592;CSC1OC(CNC(=O)C2CC(C)CN2)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5593;CC1CC(C(=O)NCC2OC(S)C(O)C(O)C2O)N(C)C1;0,0,0,0;0,0,0,1;False;False
5594;CC(C)CCC(=O)NC(C(C)Cl)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5595;CCC(NC(=O)CCC(C)C)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5596;CC(C)CCC(=O)NC(CCl)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5597;CSC1OC(C(C)NC(=O)CCC(C)C)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5598;CCCC(N)C(=O)NC(C(C)Cl)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5599;CCCC(NC)C(=O)NC(C(C)Cl)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5600;CCCC(N)C(=O)NC(CC)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5601;CCCC(NC)C(=O)NC(CC)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5602;CCCC(N)C(=O)NC(CCl)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5603;CCCC(NC)C(=O)NC(CCl)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5604;CCCC(N)C(=O)NC(C)C1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5605;CCCC(NC)C(=O)NC(C)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5606;CCCC(NC)C(=O)NCC1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5607;CCCCC(=O)NC(C(C)Cl)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5608;CCCCC(=O)NC(CC)C1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5609;CCCCC(=O)NC(CCl)C1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5610;CCCNCC(=O)NC(C(C)Cl)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5611;CCCN(C)CC(=O)NC(C(C)Cl)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5612;CCCNCC(=O)NC(CC)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5613;CCCN(C)CC(=O)NC(CC)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5614;CCCNCC(=O)NC(CCl)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5615;CCCN(C)CC(=O)NC(CCl)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5616;CCCNCC(=O)NC(C)C1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5617;CCCN(C)CC(=O)NC(C)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5618;CCCN(C)CC(=O)NCC1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5619;CC(Cl)C(NC(=O)C1CCCN1)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5620;CC(Cl)C(NC(=O)C1CCCN1C)C(O)C(O)C(O)CO;0,0,0,0;0,0,0,1;False;False
5621;CCC(NC(=O)C1CCCN1)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5622;CCC(NC(=O)C1CCCN1C)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5623;O=C(NC(CCl)C1OC(S)C(O)C(O)C1O)C1CCCN1;0,0,0,0;0,0,0,1;False;False
5624;CN1CCCC1C(=O)NC(CCl)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5625;CSC1OC(C(C)NC(=O)C2CCCN2)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5626;CC(NC(=O)C1CCCN1C)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5627;CSC1OC(CNC(=O)C2CCCN2C)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5628;CCC(N)C(=O)NC(C(C)Cl)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5629;CCC(NC)C(=O)NC(C(C)Cl)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5630;CCC(N)C(=O)NC(CC)C1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5631;CCC(NC)C(=O)NC(CC)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5632;CCC(N)C(=O)NC(CCl)C1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5633;CCC(NC)C(=O)NC(CCl)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5634;CCC(NC)C(=O)NC(C)C1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5635;CCCC(=O)NC(C(C)Cl)C1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5636;CCNCC(=O)NC(C(C)Cl)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5637;CCN(C)CC(=O)NC(C(C)Cl)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5638;CCNCC(=O)NC(CC)C1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5639;CCC(NC(=O)CN(C)CC)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5640;CCNCC(=O)NC(CCl)C1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5641;CCN(C)CC(=O)NC(CCl)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5642;CCN(C)CC(=O)NC(C)C1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5643;CSC1OC(C(NC(=O)C(C)N)C(C)Cl)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5644;CNC(C)C(=O)NC(C(C)Cl)C1OC(S)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5645;CC(Cl)C(NC(=O)C(C)N(C)C)C1OCC(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
5646;CCC(NC(=O)C(C)NC)C1OC(SC)C(O)C(O)C1O;0,0,0,0;0,0,0,1;False;False
